UNIQ,PROBDENSITY,RA,DEC
1378,1.0372402371651696e-12,143.4375,35.68533471265205
1379,5.768376314153943e-13,146.25,38.68218745348944
1380,9.278265452755041e-13,151.875,38.68218745348944
1381,5.835410628632938e-13,154.6875,41.810314895778596
1382,3.223168715291124e-13,149.0625,41.810314895778596
1383,2.1216794038267962e-13,153.0,44.99388015045712
1384,4.0432134909041875e-13,140.625,38.68218745348944
1385,2.0865204604734288e-13,143.4375,41.810314895778596
1386,1.427785898947083e-13,137.8125,41.810314895778596
1387,7.251699655833383e-14,141.0,44.99388015045712
1388,1.1295630877561915e-13,147.0,44.99388015045712
1389,7.006542838593831e-14,151.07142857142858,48.14120779436028
1390,3.767274125001192e-14,144.64285714285714,48.14120779436028
1391,2.2993026349834858e-14,148.84615384615384,51.25580694880489
1392,3.551566571284565e-13,158.99999999999997,44.99388015045712
1393,6.902728035900259e-14,163.92857142857142,48.14120779436028
1394,1.2855205744363149e-13,157.5,48.14120779436028
1395,2.541567220710814e-14,162.6923076923077,51.25580694880489
1396,3.753899242242803e-14,169.6153846153846,51.25580694880489
1397,3.03780846205083e-14,176.24999999999997,54.34091230386123
1398,1.5090060126814683e-14,168.75,54.34091230386123
1399,1.3365467789068924e-14,175.9090909090909,57.39952353962293
1400,4.358620696226935e-14,155.76923076923077,51.25580694880489
1401,1.020565287397793e-14,161.25,54.34091230386123
1402,1.5383227142031736e-14,153.75,54.34091230386123
1403,4.973668445662476e-15,159.54545454545453,57.39952353962293
1404,7.036224160113241e-15,167.72727272727272,57.39952353962293
1405,9.359792276251276e-15,175.5,60.434438844952275
1406,4.481277273700779e-15,166.5,60.434438844952275
1407,9.792557441620119e-15,175.0,63.44828368030105
1408,3.212906269699656e-13,112.5,22.024312837042164
1409,3.279741692166827e-13,115.31249999999999,24.624318352164074
1410,1.1846800620257402e-13,109.6875,24.624318352164074
1411,1.209617775228024e-13,112.5,27.279612735978095
1412,3.188980594095159e-13,118.125,27.279612735978095
1413,2.8571848109450145e-13,120.9375,30.000000000000004
1414,1.1398250357810837e-13,115.31249999999999,30.000000000000004
1415,1.01228444007267e-13,118.125,32.797168295823646
1416,4.1581313884864433e-14,106.875,27.279612735978095
1417,4.126767553457903e-14,109.6875,30.000000000000004
1418,1.416355907575766e-14,104.0625,30.000000000000004
1419,1.4095582514886826e-14,106.875,32.797168295823646
1420,3.8841766519711857e-14,112.5,32.797168295823646
1421,3.338757202300275e-14,115.31249999999999,35.68533471265205
