Name,RA,Dec
1,54.18,-86.81
6,57.43,-72.92
9,92.19,-67.34
19,69.14,-58.34
222,274.53,56.65
223,221.14,58.26
224,248.25,60.4
226,160.54,62.91
228,194.02,64.51
231,95.39,65.94
